filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
000000460266.jpg,235359,"{""width"":640,""height"":480}",2,0,"{""name"":""polygon"",""all_points_x"":[400.18,245.93,138.07,114.34,96,119.73,163.96,204.94,322.52,392.63,402.34,401.26,401.26],""all_points_y"":[279.37,311.73,336.54,316.04,187.69,138.07,111.1,120.81,139.15,145.62,176.9,256.72,279.37]}","{""category"":""cake""}"
000000460266.jpg,235359,"{""width"":640,""height"":480}",2,1,"{""name"":""polygon"",""all_points_x"":[398.02,437.93,446.56,482.16,500.49,535.01,530.7,491.87,474.61,465.98,450.88,430.38,407.73,399.1],""all_points_y"":[201.71,247.01,257.8,273.98,265.35,228.67,217.89,210.34,195.24,188.76,181.21,177.98,177.98,201.71]}","{""category"":""cake""}"
000000371854.jpg,177572,"{""width"":640,""height"":439}",1,0,"{""name"":""polygon"",""all_points_x"":[175.62,164.04,165.4,174.94,173.58,178.35,194.71,212.43,228.1,233.56,226.74,240.37,229.47,239.01,251.96,259.45,269,282.63,284.67,286.04,293.53,293.53,283.99,179.03,173.58],""all_points_y"":[432.67,419.04,408.82,404.73,389.05,380.87,379.51,377.46,375.42,375.42,389.05,382.24,393.14,391.78,382.92,382.24,384.96,392.46,405.41,415.63,422.45,428.58,436.08,439,430.63]}","{""category"":""cake""}"
000000327845.jpg,93373,"{""width"":500,""height"":333}",3,1,"{""name"":""polygon"",""all_points_x"":[39.57,37.33,35.84,32.85,17.17,24.64,38.08,53.01,63.46,58.24,64.96,61.22,64.96,73.92,79.14,81.38,90.34,95.57,106.77,117.97,124.69,125.43,129.91,127.67,124.69,119.46,99.3,84.37,82.13,79.14,70.18,56,45.54],""all_points_y"":[294.17,284.47,273.27,255.35,246.39,236.68,229.96,226.23,217.27,215.03,204.58,198.61,192.63,187.41,193.38,200.85,203.83,207.57,209.06,216.52,222.5,227.72,230.71,238.92,259.08,275.51,279.24,285.22,294.17,304.63,303.13,300.89,300.15]}","{""category"":""cake""}"
000000560598.jpg,163611,"{""width"":640,""height"":404}",1,0,"{""name"":""polygon"",""all_points_x"":[106.22,110.76,151.61,157.06,150.71,135.27],""all_points_y"":[252.39,297.78,286.89,280.53,257.83,250.57]}","{""category"":""cake""}"
000000351057.jpg,170261,"{""width"":480,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[425.56,433.87,398.96,330.81,312.52,315.84,325.82,324.16,382.34,397.3,430.55],""all_points_y"":[388.99,463.79,480.42,483.74,477.09,438.86,400.62,390.65,372.36,388.99,385.66]}","{""category"":""cake""}"
000000493386.jpg,131245,"{""width"":640,""height"":405}",1,0,"{""name"":""polygon"",""all_points_x"":[512.39,450.51,351.3,137.43,11.83,0,0,42.78,126.51,244.82,389.53,466.89,496.01,627.07,637.08,640,561.54,533.33],""all_points_y"":[313.99,351.3,385.89,374.97,293.97,265.75,73.72,46.42,16.38,0,20.02,53.7,70.99,78.27,107.39,274.85,262.11,262.11]}","{""category"":""cake""}"
000000401718.jpg,124869,"{""width"":500,""height"":429}",2,0,"{""name"":""polygon"",""all_points_x"":[137.51,152.81,152.17,141.34,171.3,187.23,238.23,280.94,322.38,310.26,294.97,286.04,277.12,265.64,224.21,160.46],""all_points_y"":[168.05,206.29,226.06,238.17,265.58,254.1,223.51,196.09,168.68,134.9,104.3,99.2,96.01,105.57,121.51,147.01]}","{""category"":""cake""}"
000000401718.jpg,124869,"{""width"":500,""height"":429}",2,1,"{""name"":""polygon"",""all_points_x"":[127.25,92.55,59.77,25.07,69.41,173.53,233.3,275.72],""all_points_y"":[161,145.57,151.36,72.3,41.45,2.89,0,93.51]}","{""category"":""cake""}"
000000011742.jpg,155063,"{""width"":467,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[77.66,23.01,1.44,2.88,64.72,132.31,171.15,176.9,139.51,116.49,110.74],""all_points_y"":[341.86,364.87,385.01,439.66,446.85,446.85,433.91,425.28,397.95,379.25,341.86]}","{""category"":""cake""}"
000000260025.jpg,229405,"{""width"":624,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[358.74,493.63,535.25,594.08,568.25,553.9,540.99,542.42,559.64,568.25,576.86,565.38,556.77,551.03,533.81,522.33,528.07,543.86,551.03,542.42,539.55,540.99,528.07,500.81,500.81,486.46,443.41,437.67,436.23,431.93,398.92,397.49,401.79,383.14,377.4,384.57,407.53,413.27,410.4,407.53,390.31,386.01,384.57,374.53,358.74,353,387.44,397.49,403.23,396.05,370.22,357.31,350.13,350.13],""all_points_y"":[530.94,561.08,561.08,536.68,486.46,467.8,473.54,460.63,450.58,450.58,444.84,420.45,427.62,391.75,377.4,378.83,347.26,337.22,337.22,324.3,318.57,288.43,272.65,275.52,190.85,179.37,183.68,192.29,266.91,281.26,282.69,302.78,314.26,321.43,322.87,344.39,342.96,351.57,361.61,373.09,375.96,403.23,414.71,421.88,421.88,440.54,444.84,437.67,447.71,456.32,469.24,496.5,519.46,532.38]}","{""category"":""cake""}"
000000468784.jpg,155219,"{""width"":640,""height"":459}",1,0,"{""name"":""polygon"",""all_points_x"":[57.76,57.76,68.08,76.33,85.61,82.52,107.27,135.12,138.22,133.06,133.06,87.67,85.61,90.77,103.15,102.11,105.21,120.68,132.03,141.31,133.06,135.12,109.33,109.33,118.62,121.71,121.71,121.71,141.31,155.75,159.88,166.07,169.16,162.97,154.72,151.62,162.97,166.07,164,157.81,157.81,158.84,142.34,137.18,138.22,144.4,158.84,161.94,152.66,161.94,162.97,175.35,182.57,188.76,190.82,194.95,202.17,199.07,187.73,176.38,176.38,180.51,189.79,186.69,178.44,174.32,177.41,183.6,185.66,191.85,201.13,216.61,222.8,225.89,235.17,241.36,239.3,224.86,207.32,203.2,202.17,201.13,214.54,230.02,236.2,235.17,235.17,248.58,251.68,249.61,239.3,215.58,205.26,210.42,211.45,216.61,259.93,266.12,268.18,271.27,273.34,290.87,288.81,285.71,279.53,189.79,120.68],""all_points_y"":[379.41,371.15,364.97,358.78,354.65,334.02,324.74,319.58,315.46,299.98,295.86,290.7,287.61,278.32,274.2,259.76,246.35,246.35,241.19,237.06,217.47,209.21,209.21,206.12,196.84,186.52,179.3,171.05,163.83,163.83,154.55,150.42,147.33,144.23,137.01,132.89,128.76,123.6,117.41,117.41,117.41,123.6,125.67,118.45,108.13,97.82,89.57,82.34,81.31,72.03,62.75,68.94,77.19,87.5,95.75,97.82,109.16,120.51,127.73,124.63,129.79,133.92,132.89,141.14,141.14,143.2,151.45,157.64,153.52,154.55,162.8,167.96,171.05,189.62,195.81,198.9,209.21,209.21,208.18,209.21,228.81,233.97,244.28,244.28,250.47,256.66,269.04,277.29,279.35,282.45,283.48,287.61,293.79,306.17,312.36,315.46,317.52,322.68,332.99,341.24,347.43,348.46,357.74,360.84,362.9,389.72,388.69]}","{""category"":""cake""}"
000000405261.jpg,122176,"{""width"":640,""height"":566}",1,0,"{""name"":""polygon"",""all_points_x"":[252.17,244.84,206.72,214.05,233.11,259.5,274.17,293.23,300.56,332.82,347.48,354.81,344.55],""all_points_y"":[488.62,450.5,425.57,403.57,390.38,388.91,399.17,402.11,413.84,421.17,437.3,454.89,473.96]}","{""category"":""cake""}"
000000382603.jpg,291789,"{""width"":640,""height"":480}",5,0,"{""name"":""polygon"",""all_points_x"":[68.27,45.57,46.83,61.96,75.2,86.55,98.85,101.37,70.48],""all_points_y"":[335.12,344.58,357.19,364.12,364.44,360.65,351.51,343.95,334.81]}","{""category"":""cake""}"
000000382603.jpg,291789,"{""width"":640,""height"":480}",5,1,"{""name"":""polygon"",""all_points_x"":[365.93,367,383.83,396.36,402.09,442.55,442.19,416.05,371.3],""all_points_y"":[280.74,272.86,261.76,257.11,257.11,264.27,275.01,291.84,283.96]}","{""category"":""cake""}"
000000382603.jpg,291789,"{""width"":640,""height"":480}",5,2,"{""name"":""polygon"",""all_points_x"":[544.15,547.12,564.89,589.58,603.16,606.62,607.6,591.56,563.41,542.67,542.67],""all_points_y"":[362.68,359.72,356.26,360.7,370.33,375.02,382.92,387.12,381.69,369.84,366.38]}","{""category"":""cake""}"
000000382603.jpg,291789,"{""width"":640,""height"":480}",5,3,"{""name"":""polygon"",""all_points_x"":[536.26,533.61,532.55,535.47,538.38,541.57,551.91,556.42,562.78,566.23,570.74,577.37,579.22,579.49,577.63],""all_points_y"":[426.32,428.18,435.34,442.24,447.8,450.72,450.46,450.99,454.17,456.03,456.82,450.72,445.15,440.64,435.07]}","{""category"":""cake""}"
000000382603.jpg,291789,"{""width"":640,""height"":480}",5,4,"{""name"":""polygon"",""all_points_x"":[534.44,529.26,532.59,537.03,544.42,560.7,574.01,580.67,577.71,574.75,547.75,546.64,538.14],""all_points_y"":[475.03,463.93,456.9,452.09,450.61,452.09,460.23,472.07,478.36,480,479.09,477.25,474.66]}","{""category"":""cake""}"
000000211420.jpg,185681,"{""width"":640,""height"":446}",4,0,"{""name"":""polygon"",""all_points_x"":[422.97,432.18,435.35,437.36,437.65,418.94,388.43,359.65,351.3,355.62,355.62,364.83,384.69,412.32,422.97],""all_points_y"":[202.59,216.12,225.91,227.92,234.54,238.28,240.87,239.72,235.98,207.2,206.91,204.03,202.02,200.58,203.17]}","{""category"":""cake""}"
000000211420.jpg,185681,"{""width"":640,""height"":446}",4,1,"{""name"":""polygon"",""all_points_x"":[410.92,416.93,429.96,453.02,467.05,482.08,490.1,514.15,528.18,531.19,517.16,506.13,489.1,484.09,481.08,481.08,486.09,486.09,482.08,477.07,470.05,460.03,457.02,457.02,453.02,441.99,434.98,430.97,413.93,412.93],""all_points_y"":[375.84,380.85,388.87,393.88,395.89,397.89,396.89,388.87,380.85,370.83,337.76,336.76,334.75,332.75,329.74,323.73,311.7,301.68,297.67,295.66,291.65,293.66,304.68,309.69,312.7,309.69,319.72,331.74,346.78,348.78]}","{""category"":""cake""}"
000000211420.jpg,185681,"{""width"":640,""height"":446}",4,2,"{""name"":""polygon"",""all_points_x"":[310.62,305.87,292.2,294.1,296.76,301.5,307.01,310.62],""all_points_y"":[326.95,337.02,337.21,329.42,325.25,325.25,325.62,326]}","{""category"":""cake""}"
000000211420.jpg,185681,"{""width"":640,""height"":446}",4,3,"{""name"":""polygon"",""all_points_x"":[494.66,506,528.68,541.33,553.99,560.53,572.74,585.83,599.79,601.97,580.16,528.68,492.47,485.93,485.93],""all_points_y"":[289.42,300.32,302.94,294.21,288.54,305.12,304.68,293.34,305.99,323.01,336.97,335.22,326.06,314.28,314.28]}","{""category"":""cake""}"
000000545385.jpg,261019,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[201.45,186.53,156.68,156.68,176.58,175.34,138.03,145.49,169.12,176.58,258.65,325.8,420.31,420.31,426.53,430.26,409.12,376.79,315.85,282.28,256.17,218.86,206.42],""all_points_y"":[61.68,141.26,149.97,167.38,177.33,188.52,199.71,219.61,240.75,281.78,306.65,289.24,281.78,238.26,158.67,126.34,54.22,54.22,56.7,43.03,49.24,44.27,54.22]}","{""category"":""cake""}"
000000262200.jpg,195378,"{""width"":612,""height"":612}",1,0,"{""name"":""polygon"",""all_points_x"":[304.42,317.85,322.09,326.33,323.5,353.9,351.08,369.46,398.44,411.17,404.81,394.91,375.82,337.64,315.02,298.76,292.4,291.69],""all_points_y"":[303.46,297.09,309.82,306.99,291.44,290.02,302.75,290.73,302.04,325.37,340.93,374.15,387.59,382.64,369.2,357.89,333.15,311.23]}","{""category"":""cake""}"
000000023320.jpg,167645,"{""width"":640,""height"":480}",2,0,"{""name"":""polygon"",""all_points_x"":[330.81,255.14,249.73,245.41,233.51,227.03,233.51,236.76,301.62,380.54,456.22,482.16,487.57,464.86,465.95,465.95,458.38,474.59,465.95,456.22,410.81,395.68,380.54,352.43,324.32,321.08,334.05],""all_points_y"":[251.35,298.92,298.92,295.68,232.97,189.73,148.65,116.22,85.95,78.38,109.73,131.35,180,254.59,277.3,288.11,289.19,337.84,368.11,384.32,375.68,351.89,346.49,344.32,332.43,328.11,240.54]}","{""category"":""cake""}"
000000023320.jpg,167645,"{""width"":640,""height"":480}",2,1,"{""name"":""polygon"",""all_points_x"":[51.66,47.35,36.59,59.19,69.96,90.4,96.86,133.45,138.83,147.44,153.9,159.28,158.21,163.59,170.04,176.5,185.11,191.57,193.72,206.64,201.26,149.6,114.08,104.39,85.02,59.19,51.66,52.74],""all_points_y"":[249.69,224.93,213.09,174.35,171.12,172.2,165.74,182.96,182.96,199.1,200.18,200.18,210.94,212.02,228.16,234.62,234.62,237.85,246.46,256.14,265.83,295.96,304.57,317.49,312.11,297.04,281.97,259.37]}","{""category"":""cake""}"
000000384981.jpg,171741,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[348.07,287.61,226.37,202.35,217.07,224.05,272.88,284.51,299.23,330.24,344.19,364.34,377.52,372.87,383.72,368.99],""all_points_y"":[270.05,275.47,279.35,188.66,170.83,164.63,161.53,158.43,157.65,163.86,161.53,197.19,223.54,232.84,256.87,270.05]}","{""category"":""cake""}"
000000159736.jpg,115166,"{""width"":640,""height"":427}",1,0,"{""name"":""polygon"",""all_points_x"":[398.21,349.28,307.06,274.43,222.62,198.63,195.75,187.11,155.45,139.13,150.65,145.85,145.85,158.33,122.82,106.51,98.83,101.71,122.82,154.49,187.11,213.98,218.78,225.49,224.53,226.45,253.32,288.82,312.81,344.48,352.16,368.47,383.82,380.94,400.13,394.38,408.77,418.36,428.92,442.35,458.67,474.98,493.21,517.2,508.56,509.52,516.24,486.49,448.11,415.49],""all_points_y"":[351.2,359.83,359.83,358.87,355.99,352.16,335.84,342.56,343.52,332.96,323.37,314.73,304.18,289.78,282.11,275.39,263.88,245.64,247.56,238.93,228.37,211.1,186.15,162.16,134.34,117.07,124.74,129.54,124.74,117.07,113.23,115.15,133.38,147.77,150.65,187.11,184.23,168.88,185.19,179.44,179.44,171.76,171.76,182.31,206.3,221.66,243.73,284.99,320.49,351.2]}","{""category"":""cake""}"
000000253485.jpg,296499,"{""width"":640,""height"":478}",9,0,"{""name"":""polygon"",""all_points_x"":[161.96,156.34,155.4,161.02,162.9,155.87,144.62,124.47,110.88,105.73,59.34,48.56,37.78,40.59,42.47,30.75,34.03,42.47,52.31,54.65,63.09,82.77,103.39,124,129.16,103.85,109.95,123.07,140.41,142.28,150.25,153.53,161.02,163.37],""all_points_y"":[380.21,389.11,395.2,403.17,411.6,417.23,419.57,422.85,433.16,434.57,428.47,422.38,412.54,405.04,397.08,386.77,371.3,359.59,354.9,342.72,335.22,337.1,341.31,351.62,353.03,365.21,366.62,369.43,361.93,365.68,369.9,373.18,376.46,379.74]}","{""category"":""cake""}"
000000253485.jpg,296499,"{""width"":640,""height"":478}",9,1,"{""name"":""polygon"",""all_points_x"":[87.91,84.64,103.81,103.81,115.97,108.02,99.13],""all_points_y"":[228.01,245.78,253.26,253.26,237.83,224.27,222.4]}","{""category"":""cake""}"
000000253485.jpg,296499,"{""width"":640,""height"":478}",9,2,"{""name"":""polygon"",""all_points_x"":[0,0,0.43,3.6,8.36,18.19,35.63,41.5,43.72,44.51,44.99,45.3,40.07,33.73,30.87,17.4,0.11],""all_points_y"":[225.75,256.2,268.41,271.26,272.69,272.85,268.88,263.65,259.37,256.99,255.09,252.23,244.78,239.71,237.17,231.62,225.12]}","{""category"":""cake""}"
000000253485.jpg,296499,"{""width"":640,""height"":478}",9,3,"{""name"":""polygon"",""all_points_x"":[104.61,102.14,104.3,106.15,110.78,114.48,114.79,114.79,109.55],""all_points_y"":[288.79,277.07,267.81,262.26,265.04,270.28,274.6,278.61,287.25]}","{""category"":""cake""}"
000000253485.jpg,296499,"{""width"":640,""height"":478}",9,4,"{""name"":""polygon"",""all_points_x"":[46.19,51.56,69.82,77.34,66.6,53.71],""all_points_y"":[320.1,307.21,300.76,310.43,331.91,330.84]}","{""category"":""cake""}"
